Time,GPS_lat,GPS_long,Speed,Steer,Heading,Acc,Angular_velocity
0.182752132,10.869284,106.803665,0,0,359.9375,0.02,0
0.207919598,10.869284,106.803665,0.068329,0,359.9375,0.02,0
0.258243561,0,0,0.239153,0,359.9375,0.02,0
0.286739826,0,0,0.580799,0,359.9375,0.02,0
0.464543343,0,0,0.785788,0,359.9375,0.02,0
0.634932756,0,0,0.888282,0,359.9375,0.02,0
0.801990747,10.869284,106.803665,1.007858,0,359.9375,0.02,0
0.980709314,10.869284,106.803665,1.076187,0,359.9375,0.02,0
1.011228323,0,0,1.161599,0,359.9375,0.02,0
1.226290941,0,0,1.212846,0,359.9375,0.02,0
1.413485527,0,0,1.264093,0,359.9375,0.02,0
1.588412523,0,0,1.264093,0,359.9375,0.02,0
1.625668526,10.869284,106.803665,1.417834,0,359.9375,0.02,0
1.651005268,0,0,1.486163,0,359.9375,0.02,0
1.687373161,0,0,1.588657,0,359.9375,0.02,0
1.857368231,0,0,1.622822,0,359.9375,0.02,0
1.913324833,0,0,1.674069,0,359.9375,0.02,0
1.941862583,10.869284,106.803711,1.674069,0,359.9375,0.02,0
1.968254805,0,0,1.691151,0,359.9375,0.02,0
1.994880199,0,0,1.725316,0,359.9375,0.02,0
2.187072992,0,0,1.691151,0,359.9375,0.02,0
2.386496782,0,0,1.725316,0,359.9375,0.02,0
2.547580957,10.869284,106.803711,1.725316,0,359.9375,0.02,0
2.74915123,0,0,1.810728,0,359.9375,0.02,0
2.93295145,0,0,1.896139,0,359.9375,0.02,0
3.102282047,0,0,1.896139,0,359.9375,0.02,0
3.274549246,0,0,1.896139,0,359.9375,0.02,0
3.332315207,10.869284,106.803711,1.896139,0,359.9375,0.02,0
3.512244463,10.869284,106.803711,1.674069,0,359.9375,0.02,0
3.736133099,0,0,1.588657,0,359.9375,0.02,0
3.785574436,0,0,1.53741,0,359.9375,0.02,0
3.841362476,0,0,1.349505,0,359.9375,0.02,0
3.878328323,0,0,1.349505,0,359.9375,0.02,0
4.081050396,10.869284,106.803711,1.298258,0,359.9375,0.02,0
4.296656609,0,0,1.383669,0,359.9375,0.02,0
4.321645975,0,0,1.571575,0,359.9375,0.02,0
4.368267059,0,0,1.759481,0,359.9375,0.02,0
4.519278765,10.869284,106.803711,1.776563,0,359.9375,0.02,0
4.544181585,0,0,1.776563,0,359.9375,0.02,0
4.772521973,0,0,1.691151,0,359.9375,0.02,0
