Time,GPS_lat,GPS_long,Speed,Steer,Heading,Acc,Angular_velocity
0.192881584,10.869233,106.803902,0,0,359.9375,0.02,0
0.236630917,0,0,0,0,359.9375,0.02,0
0.446260691,10.869233,106.803902,0,0,359.9375,0.02,0
0.642193556,10.869233,106.803902,0,0,359.9375,0.02,0
0.666592121,0,0,0,0,359.9375,0.02,0
0.689460516,0,0,0,0,359.9375,0.02,0
0.881964684,0,0,0,0,359.9375,0.02,0
1.047109842,0,0,0,0,359.9375,0.02,0
1.06993103,10.869233,106.803902,0,0,359.9375,0.02,0
1.092875242,10.869233,106.803902,0,0,359.9375,0.02,0
1.293513536,10.869233,106.803902,0,0,359.9375,0.02,0
1.317695618,10.869233,106.803902,0,0,359.9375,0.02,0
1.503329277,0,0,0,0,359.9375,0.02,0
1.692995787,0,0,0,0,359.9375,0.02,0
1.735308409,0,0,0,0,359.9375,0.02,0
1.76638031,0,0,0,0,359.9375,0.02,0
1.931435585,10.869233,106.803902,0,0,359.9375,0.02,0
1.954721689,0,0,-0.017082,0,359.9375,0.02,0
1.996543407,0,0,0,0,359.9375,0.02,0
2.024576187,0,0,-0.017082,0,359.9375,0.02,0
2.197333336,0,0,-0.051247,0,359.9375,0.02,0
2.224155903,10.869233,106.803902,-0.068329,0,359.9375,0.02,0
2.270605803,10.869233,106.803902,-0.068329,0,359.9375,0.02,0
2.318905354,10.869233,106.803902,0,0,359.9375,0.02,0
2.487754583,0,0,0.085412,0,359.9375,0.02,0
2.687073231,0,0,0.187906,0,359.9375,0.02,0
2.868103743,0,0,0.2904,0,359.9375,0.02,0
2.910254955,0,0,0.461223,0,359.9375,0.02,0
3.081032753,10.869233,106.803902,0.580799,0,359.9375,0.02,0
3.103802204,10.869233,106.803902,0.563717,0,359.9375,0.02,0
3.145797729,10.869233,106.803902,0.563717,0,359.9375,0.02,0
3.330588341,10.869233,106.803902,0.854117,0,359.9375,0.02,0
3.519457817,0,0,1.02494,0,359.9375,0.02,0
3.562914133,0,0,1.09327,0,359.9375,0.02,0
3.760443211,0,0,1.059105,0,359.9375,0.02,0
3.953732014,0,0,1.110352,0,359.9375,0.02,0
3.995465994,10.86925,106.803902,1.195764,0,359.9375,0.02,0
4.037605524,0,0,1.247011,0,359.9375,0.02,0
4.234609604,0,0,1.247011,0,359.9375,0.02,0
4.386167765,0,0,1.31534,0,359.9375,0.02,0
4.446754456,10.869267,106.803902,1.366587,0,359.9375,0.02,0
4.470694304,0,0,1.417834,0,359.9375,0.02,0
4.654582262,0,0,1.366587,0,359.9375,0.02,0
4.710683107,0,0,1.451999,0,359.9375,0.02,0
4.921835184,0,0,1.486163,0,359.9375,0.02,0
5.088816643,10.869267,106.803902,1.554493,0,359.9375,0.02,0
5.260448217,0,0,1.708234,0,359.9375,0.02,0
5.456572771,0,0,1.708234,0,359.9375,0.02,0
5.624528885,0,0,1.82781,0,359.9375,0.02,0
5.810354233,0,0,1.947386,0,359.9375,0.02,0
5.833063841,10.869267,106.803902,2.425692,0,359.9375,0.02,0
6.005513191,0,0,2.511104,0,359.9375,0.02,0
6.047283173,0,0,2.647762,0,359.9375,0.02,0
6.222602606,0,0,2.733174,0,359.9375,0.02,0
6.264545918,0,0,2.562351,0,359.9375,0.02,0
6.430454016,10.869267,106.803902,2.596515,0,359.9375,0.02,0
6.626168251,10.869267,106.803902,2.733174,0,359.9375,0.02,0
6.82659173,0,0,2.818586,0,359.9375,0.02,0
6.895407677,0,0,2.92108,0,359.9375,0.02,0
7.0945611,0,0,3.074821,0,359.9375,0.02,0
7.137495995,0,0,3.091903,0,359.9375,0.02,0
7.353726149,10.869267,106.803902,3.108985,0,359.9375,0.02,0
7.532876492,0,0,3.194397,0,359.9375,0.02,0
7.572031975,0,0,3.245644,0,359.9375,0.02,0
7.796844959,0,0,3.245644,0,359.9375,0.02,0
7.997668982,0,0,3.279809,0,359.9375,0.02,0
8.020977497,10.869267,106.803902,3.262726,0,359.9375,0.02,0
8.217801332,0,0,3.36522,0,359.9375,0.02,0
8.436489582,0,0,3.416467,0,359.9375,0.02,0
8.461595535,0,0,3.467714,0,359.9375,0.02,0
