x,y,heading
-95.9131391,232.7742789,240.8207695
-96.04306178,232.5416117,240.8207695
-96.17298446,232.3089444,240.8207695
-96.30540568,232.0718027,240.8207695
-96.43907613,231.8324239,240.8207695
-96.57274658,231.5930451,240.8207695
-96.70641703,231.3536662,240.8207695
-96.85133078,231.0941528,240.8207695
-97.00873715,230.8122673,240.8207695
-97.17114052,230.5214332,240.8207695
-97.34478719,230.2104644,240.8207695
-97.52717864,229.8838354,240.8207695
-97.71956416,229.5393088,240.8207695
-97.91319891,229.1925451,240.8207695
-98.10558443,228.8480186,240.8207695
-98.30671472,228.4878318,240.8207695
-98.50784501,228.1276449,240.8207695
-98.70522753,227.7741697,240.8207695
-98.91010559,227.4072713,240.8207695
-99.11623296,227.0381357,240.8207695
-99.32485878,226.6645258,240.8207695
-99.53848168,226.281967,240.8207695
-99.74710751,225.9083571,240.8207695
-99.96447818,225.5190868,240.8207695
-100.1818489,225.1298165,240.8207695
-100.4029673,224.7338346,240.8207695
-100.6165902,224.3512759,240.8207695
-100.8352101,223.9597685,240.8207695
-101.0563285,223.5637866,240.8207695
-101.2687021,223.1834651,240.8207695
-101.4835743,222.7986692,240.8207695
-101.6996956,222.4116362,240.8207695
-101.9070722,222.0402634,240.8207695
-102.1156981,221.6666535,240.8207695
-102.3255732,221.2908063,240.8207695
-102.5317006,220.9216707,240.8207695
-102.7390771,220.5502979,240.8207695
-102.9439552,220.1833995,240.8207695
-103.1413377,219.8299243,240.8207695
-103.3512129,219.4540771,240.8207695
-103.5573402,219.0849415,240.8207695
-103.7697138,218.70462,240.8207695
-103.9870845,218.3153497,240.8207695
-99.46811498,208.1072253,241.5516286
-99.70125307,207.6769141,240.8207695
-99.94111036,207.2473745,240.8207695
-100.1834661,206.8133606,240.8207695
-100.4383145,206.3569747,240.8207695
-100.6781717,205.9274351,240.8207695
-100.918029,205.4978955,240.8207695
-101.1703789,205.045984,240.8207695
-101.4252272,204.5895982,240.8207695
-101.6738293,204.1443983,240.8207695
-101.9324254,203.6813009,240.8207695
-102.1910215,203.2182035,240.8207695
-102.4508669,202.752869,240.8207695
-102.7132108,202.28306,240.8207695
-102.9830502,201.7998279,240.8207695
-103.2566374,201.3098843,240.8207695
-103.5339724,200.8132291,240.8207695
-103.8163044,200.3076253,240.8207695
-104.111129,199.7796495,240.8207695
-104.408452,199.2471994,240.8207695
-104.7132706,198.7013262,240.8207695
-105.026834,198.1397927,240.8207695
-105.3578869,197.5469386,240.8207695
-105.6864414,196.9585588,240.8207695
-106.0124974,196.3746535,240.8207695
-106.3335564,195.7996968,240.8207695
-106.6271316,195.2739582,240.8207695
-106.9069651,194.7728288,240.8207695
-107.1768045,194.2895967,240.8207695
-107.4204096,193.8533455,240.8207695
-107.6690116,193.4081456,240.8207695
-107.9138659,192.9696573,240.8207695
-108.1562217,192.5356434,240.8207695
-108.3948296,192.1083411,240.8207695
-108.6296899,191.6877503,240.8207695
-108.8682978,191.2604479,240.8207695
-109.1006596,190.8443314,240.8207695
-109.3392676,190.417029,240.8207695
-109.565383,190.0120985,240.8207695
-109.8014925,189.5892704,240.8207695
-110.0338543,189.1731539,240.8207695
-110.2562219,188.7749349,240.8207695
-110.4773404,188.378953,240.8207695
-110.689714,187.9986316,240.8207695
-110.8958413,187.6294959,240.8207695
-111.1032179,187.2581231,240.8207695
-111.3105945,186.8867504,240.8207695
-111.5217189,186.508666,240.8207695
-111.736591,186.1238701,240.8207695
-111.9539617,185.7345998,240.8207695
-112.1713324,185.3453295,240.8207695
-112.3912015,184.951585,240.8207695
-112.6073229,184.5645519,240.8207695
-112.8234442,184.1775189,240.8207695
-113.0183283,183.8285179,240.8207695
-113.2057168,183.4929401,240.8207695
-113.386859,183.1685482,240.8207695
-113.5567579,182.8642909,240.8207695
-113.707918,182.5935915,240.8207695
-113.854081,182.3318408,240.8207695
-113.99025,182.0879876,240.8207695
-114.1114279,181.8709806,240.8207695
-114.2326058,181.6539736,240.8207695
-114.3612792,181.4235434,240.8207695
-114.4899527,181.1931133,240.8207695
-114.6198754,180.960446,240.8207695
-114.754795,180.7188301,240.8207695
-114.9022073,180.4548422,240.8207695
-115.0521182,180.1863798,240.8207695
-115.1970319,179.9268664,240.8207695
-115.3469427,179.658404,240.8207695
-115.5055983,179.3742815,240.8207695
-115.6630047,179.092396,240.8207695
-115.8266573,178.7993248,240.8207695
-115.9953069,178.4973048,240.8207695
-116.1502147,178.2198938,240.8207695
-116.3138673,177.9268225,240.8207695
-116.4737722,177.6404628,240.8207695
-116.6411725,177.34068,240.8207695
-116.8110715,177.0364228,240.8207695
-116.9847181,176.725454,240.8207695
-117.1733559,176.387639,240.8207695
-117.3732369,176.0296893,240.8207695
-117.6068479,175.6113357,240.8207695
-117.8404589,175.192982,240.8207695
-118.0790669,174.7656796,240.8207695
-118.3089301,174.3540375,240.8207695
-118.5475381,173.9267352,240.8207695
-118.7911431,173.490484,240.8207695
-119.0235049,173.0743675,240.8207695
-119.2533681,172.6627254,240.8207695
-119.4869791,172.2443717,240.8207695
-119.7168423,171.8327296,240.8207695
-134.5015646,178.770894,240.2806121
-134.737839,178.3569865,240.8207695
-134.9739485,177.9341585,240.8207695
-135.2275475,177.4800099,240.8207695
-135.4724018,177.0415216,240.8207695
-135.7147576,176.6075077,240.8207695
-135.9608611,176.1667822,240.8207695
-136.2044661,175.730531,240.8207695
-136.4368279,175.3144145,240.8207695
-136.6579463,174.9184326,240.8207695
-136.8778155,174.5246881,240.8207695
-137.1026817,174.1219946,240.8207695
-137.3225508,173.7282501,240.8207695
-137.5399215,173.3389798,240.8207695
-137.7560428,172.9519467,240.8207695
-137.9784105,172.5537277,240.8207695
-138.1970304,172.1622203,240.8207695
-138.4168995,171.7684757,240.8207695
-138.6392672,171.3702567,240.8207695
-138.8541393,170.9854608,240.8207695
-139.0677622,170.6029021,240.8207695
-139.2851329,170.2136318,240.8207695
-136.2758909,163.1090653,241.4679477
-136.4815074,162.7308715,240.8207695
-136.6876348,162.3617359,240.8207695
-136.8912636,161.9970747,240.8207695
-137.0936432,161.6346506,240.8207695
-137.2997706,161.265515,240.8207695
-137.5009009,160.9053281,240.8207695
-137.7045297,160.5406669,240.8207695
-137.90566,160.1804801,240.8207695
-138.110538,159.8135818,240.8207695
-138.3154161,159.4466834,240.8207695
-138.5315375,159.0596504,240.8207695
-138.7576529,158.6547198,240.8207695
-138.9837683,158.2497893,240.8207695
-139.2161301,157.8336727,240.8207695
-139.4472425,157.4197935,240.8207695
-139.673358,157.0148629,240.8207695
-139.9094675,156.5920349,240.8207695
-140.1405799,156.1781556,240.8207695
-140.3779387,155.7530904,240.8207695
-140.6165466,155.325788,240.8207695
-140.8501576,154.9074344,240.8207695
-141.0800208,154.4957923,240.8207695
-141.3198781,154.0662527,240.8207695
-141.5659816,153.6255272,240.8207695
-141.8033404,153.200462,240.8207695
-142.0431977,152.7709223,240.8207695
-142.2793072,152.3480943,240.8207695
-142.5179152,151.9207919,240.8207695
-142.7527754,151.5002011,240.8207695
