x,y,heading
-142.9913833,151.0728988,240.8207695
-143.2337391,150.6388848,240.8207695
-143.4848397,150.1892105,240.8207695
-143.734691,149.7417735,240.8207695
-143.9795453,149.3032852,240.8207695
-144.221901,148.8692713,240.8207695
-144.4680045,148.4285458,240.8207695
-144.7066125,148.0012435,240.8207695
-144.9614609,147.5448576,240.8207695
-145.1988196,147.1197924,240.8207695
-145.4449231,146.6790669,240.8207695
-145.6910266,146.2383415,240.8207695
-145.9333824,145.8043276,240.8207695
-146.1832337,145.3568905,240.8207695
-146.428088,144.9184022,240.8207695
-146.6679452,144.4888626,240.8207695
-146.910301,144.0548487,240.8207695
-147.1426627,143.6387322,240.8207695
-147.3850185,143.2047183,240.8207695
-147.6173802,142.7886017,240.8207695
-147.8397479,142.3903827,240.8207695
-138.1898795,128.8268486,241.6479096
-138.3772714,128.4795807,240.8207695
-138.574654,128.1261055,240.8207695
-138.7720365,127.7726302,240.8207695
-138.9681698,127.4213921,240.8207695
-139.154309,127.0880515,240.8207695
-139.344196,126.7479994,240.8207695
-139.5353322,126.40571,240.8207695
-139.7302163,126.056709,240.8207695
-139.9176048,125.7211311,240.8207695
-140.1112396,125.3743674,240.8207695
-140.3048743,125.0276037,240.8207695
-140.5122509,124.6562309,240.8207695
-140.7208768,124.282621,240.8207695
-140.9282533,123.9112482,240.8207695
-141.1343807,123.5421126,240.8207695
-141.3380095,123.1774514,240.8207695
-141.5553802,122.7881811,240.8207695
-141.7702523,122.4033852,240.8207695
-141.9838752,122.0208264,240.8207695
-142.1850055,121.6606396,240.8207695
-142.3923821,121.2892669,240.8207695
-142.6047557,120.9089454,240.8207695
-138.1622013,113.0257551,241.7798751
-138.3657558,112.6464475,240.8207695
-138.5731324,112.2750747,240.8207695
-138.7830076,111.8992275,240.8207695
-138.9978797,111.5144316,240.8207695
-139.2214966,111.1139755,240.8207695
-139.4338702,110.733654,240.8207695
-139.6474931,110.3510953,240.8207695
-139.8498727,109.9886712,240.8207695
-140.0622463,109.6083497,240.8207695
-140.2671244,109.2414514,240.8207695
-140.4720024,108.874553,240.8207695
-140.6718835,108.5166033,240.8207695
-140.8805093,108.1429934,240.8207695
-141.0891351,107.7693835,240.8207695
-141.3015087,107.389062,240.8207695
-141.5126331,107.0109777,240.8207695
-141.7162619,106.6463165,240.8207695
-141.9273863,106.2682321,240.8207695
-142.149754,105.8700131,240.8207695
-142.3708724,105.4740313,240.8207695
-142.5957386,105.0713379,240.8207695
-142.8305988,104.6507471,240.8207695
-143.0667083,104.227919,240.8207695
-143.3065656,103.7983794,240.8207695
-143.5414258,103.3777886,240.8207695
-143.7725383,102.9639093,240.8207695
-144.0036507,102.5500301,240.8207695
-144.2397602,102.127202,240.8207695
-144.4783682,101.6998996,240.8207695
-144.7169762,101.2725973,240.8207695
-144.9705752,100.8184487,240.8207695
-145.2154295,100.3799604,240.8207695
-145.461533,99.93923492,240.8207695
-145.7076366,99.49850946,240.8207695
-145.9537401,99.05778399,240.8207695
-146.1960958,98.62377008,240.8207695
-146.4421993,98.18304462,240.8207695
-146.6932999,97.73337032,240.8207695
-146.9531453,97.26803578,240.8207695
-147.2029966,96.82059876,240.8207695
-147.4603434,96.35973863,240.8207695
-147.7051977,95.92125031,240.8207695
-147.955049,95.47381329,240.8207695
-148.198654,95.0375621,240.8207695
-148.4410098,94.60354819,240.8207695
-148.67587,94.18295739,240.8207695
-148.9207243,93.74446907,240.8207695
-149.1693263,93.29926919,240.8207695
-149.3904448,92.90328733,240.8207695
-149.6053169,92.51849144,240.8207695
-149.7989516,92.17172774,240.8207695
-149.9276251,91.94129761,240.8207695
-150.0625448,91.69968165,240.8207695
-150.194966,91.46253996,240.8207695
-150.3261379,91.22763555,240.8207695
-150.438571,91.02628891,240.8207695
-150.5272682,90.86744874,240.8207695
-150.5859833,90.76230101,240.8207695
-150.5872325,90.76006386,240.8207695
-140.0949554,78.7072446,241.6104244
-140.1424694,78.61933122,240.8207695
-140.2049322,78.50747193,240.8207695
-140.2811369,78.37100357,240.8207695
-140.3760804,78.20097743,240.8207695
-140.4810179,78.0130539,240.8207695
-140.6121898,77.77814949,240.8207695
-140.7471095,77.53653352,240.8207695
-140.885777,77.288206,240.8207695
-141.03194,77.02645537,240.8207695
