x,y,heading
-141.7633271,163.6751705,0
-141.5993366,163.6751705,0
-141.4250967,163.6751705,0
-141.2406075,163.6751705,0
-141.0433065,163.6751705,0
-140.8306314,163.6751705,0
-140.615394,163.6751705,0
-140.3924696,163.6751705,0
-140.1772322,163.6751705,0
-139.9748064,163.6751705,0
-139.7672561,163.6751705,0
-139.5827669,163.6751705,0
-139.3982777,163.6751705,0
-139.2189131,163.6751705,0
-139.0164873,163.6751705,0
-138.8012499,163.6751705,0
-138.5860125,163.6751705,0
-138.3528386,163.6751705,0
-138.1119776,163.6751705,0
-137.8557425,163.6751705,0
-137.6123192,163.6751705,0
-137.3612088,163.6751705,0
-137.1024114,163.6751705,0
-136.8410517,163.6751705,0
-136.579692,163.6751705,0
-136.3157699,163.6751705,0
-136.0467231,163.6751705,0
-135.7802387,163.6751705,0
-135.5137542,163.6751705,0
-135.242145,163.6751705,0
-134.9782229,163.6751705,0
-134.7168632,163.6751705,0
-134.452941,163.6751705,0
-134.1838943,163.6751705,0
-133.904598,163.6751705,0
-133.6201772,163.6751705,0
-133.3357563,163.6751705,0
-133.0436484,163.6751705,0
-132.7669146,163.6751705,0
-132.4850561,163.6751705,0
-132.2057598,163.6751705,0
-131.9239013,163.6751705,0
-131.6317934,163.6751705,0
-131.3576219,163.6751705,0
-131.0680763,163.6751705,0
-130.781093,163.6751705,0
-130.4838603,163.6751705,0
-130.1840654,163.6751705,0
-129.8791457,163.6751705,0
-129.5716635,163.6751705,0
-129.2564945,163.6751705,0
-128.9413254,163.6751705,0
-128.6107823,163.6751705,0
-128.2751144,163.6751705,0
-127.9394465,163.6751705,0
-127.5935292,163.6751705,0
-127.2527366,163.6751705,0
-126.9145062,163.6751705,0
-126.5660265,163.6751705,0
-126.2072975,163.6751705,0
-125.8485684,163.6751705,0
-125.4898394,163.6751705,0
-125.1311103,163.6751705,0
-124.7595695,163.6751705,0
-124.3982781,163.6751705,0
-124.0190502,163.6751705,0
-123.6475094,163.6751705,0
-123.309279,163.6751705,0
-122.9556746,163.6751705,0
-122.5841337,163.6751705,0
-143.4304741,191.2265515,1.952603525
-143.0335405,191.240084,0
-142.6363762,191.240084,0
-142.2392119,191.240084,0
-141.8343605,191.240084,0
-143.4017844,192.8594905,0.827456242
-142.958544,192.8658922,0
-142.5050079,192.8658922,0
-142.0412225,192.8658922,0
-141.5543759,192.8658922,0
-141.0547175,192.8658922,0
-140.539685,192.8658922,0
-140.0323395,192.8658922,0
-139.50962,192.8658922,0
-138.9997122,192.8658922,0
-138.5384891,192.8658922,0
-146.6741044,198.7562485,1.422795983
-146.210462,198.7677642,0
-145.7518013,198.7677642,0
-145.3033899,198.7677642,0
-144.8652279,198.7677642,0
-145.3801677,201.9946267,1.634347907
-144.9549906,202.0067581,0
-144.5398897,202.0067581,0
-144.1324759,202.0067581,0
-143.7353116,202.0067581,0
-143.3612085,202.0067581,0
-143.0024794,202.0067581,0
-142.6411881,202.0067581,0
-142.274772,202.0067581,0
-141.8750452,202.0067581,0
-141.4701939,202.0067581,0
-141.0397189,202.0067581,0
-140.6143687,202.0067581,0
-140.1838938,202.0067581,0
-139.7482942,202.0067581,0
-139.2921958,202.0067581,0
-138.8232856,202.0067581,0
-138.3466884,202.0067581,0
-137.8521547,202.0067581,0
-137.3396847,202.0067581,0
-136.8349017,202.0067581,0
-136.3224316,202.0067581,0
-135.792025,202.0067581,0
-135.2590561,202.0067581,0
-134.731212,202.0067581,0
-134.2136172,202.0067581,0
-133.6883353,202.0067581,0
-133.1656158,202.0067581,0
-132.6352092,202.0067581,0
-132.1099273,202.0067581,0
-131.5743961,202.0067581,0
-131.0286154,202.0067581,0
-130.4956465,202.0067581,0
-129.9421788,202.0067581,0
-129.3938358,202.0067581,0
-128.840368,202.0067581,0
-128.284338,202.0067581,0
-127.7283079,202.0067581,0
-127.1722779,202.0067581,0
-126.6085608,202.0067581,0
-126.0243448,202.0067581,0
-112.8629772,202.0517016,0.011851062
-112.276199,202.0518229,0
-111.7381053,202.0518229,0
-111.2486964,202.0518229,0
-110.8130969,202.0518229,0
-110.5004901,202.0518229,0
-110.2160693,202.0518229,0
-109.9623966,202.0518229,0
-109.7369097,202.0518229,0
-109.5652322,202.0518229,0
-105.5110296,202.051681,4.19E-05
-105.331665,202.0516811,0
-105.1318017,202.0516811,0
-104.9191266,202.0516811,0
-104.6962021,202.0516811,0
-104.4707152,202.0516811,0
-104.242666,202.0516811,0
-104.0146168,202.0516811,0
-103.804504,202.0516811,0
-103.6020783,202.0516811,0
-101.6235379,207.0240176,2.696391849
-101.3624676,207.0363129,0
-101.124169,207.0363129,0
-100.8807457,207.0363129,0
-100.6296354,207.0363129,0
-101.2527659,207.9122836,0.739814907
-100.9811794,207.9157906,0
-100.765942,207.9157906,0
-100.5712033,207.9157906,0
-100.3815893,207.9157906,0
-100.1971001,207.9157906,0
-99.88193107,207.9157906,0
-99.55651252,207.9157906,0
-99.20034577,207.9157906,0
-98.84674132,207.9157906,0
-98.51363572,207.9157906,0
-98.31633472,207.9157906,0
-98.17540537,207.9157906,0
-98.07547372,207.9157906,0
-97.96273027,207.9157906,0
-97.80898927,207.9157906,0
-101.1762509,212.8529442,1.775487073
-100.9175777,212.8609625,0
-100.6305944,212.8609625,0
-100.3154254,212.8609625,0
-99.98231979,212.8609625,0
-99.63640254,212.8609625,0
-99.28279809,212.8609625,0
-98.95225494,212.8609625,0
-98.69345754,212.8609625,0
-98.51409294,212.8609625,0
-98.40903654,212.8609625,0
