Time,GPS_lat,GPS_long,Speed,Steer,Heading,Acc,Angular_velocity
0.050722361,10.869217,106.803497,0,0,359.9375,0.02,0
0.086839199,0,0,0,0,359.9375,0.02,0
0.243911028,0,0,0,0,359.9375,0.02,0
0.402584553,10.869217,106.803497,0.22207,0,359.9375,0.02,0
0.592360258,0,0,0.478305,0,359.9375,0.02,0
0.639221668,0,0,0.683293,0,359.9375,0.02,0
0.668478727,0,0,0.819952,0,359.9375,0.02,0
0.714376211,0,0,0.819952,0,359.9375,0.02,0
0.760868311,10.869233,106.803497,0.973693,0,359.9375,0.02,0
0.789549112,0,0,1.02494,0,359.9375,0.02,0
1.000838757,0,0,1.09327,0,359.9375,0.02,0
1.054652214,0,0,1.161599,0,359.9375,0.02,0
1.247047663,0,0,1.229928,0,359.9375,0.02,0
1.27707696,10.869233,106.803497,1.31534,0,359.9375,0.02,0
1.464270353,0,0,1.417834,0,359.9375,0.02,0
1.498515129,0,0,1.434916,0,359.9375,0.02,0
1.705699682,0,0,1.486163,0,359.9375,0.02,0
1.763182402,0,0,1.434916,0,359.9375,0.02,0
1.960815668,10.869233,106.803497,1.349505,0,359.9375,0.02,0
1.986942053,0,0,1.383669,0,359.9375,0.02,0
2.186914206,0,0,1.229928,0,359.9375,0.02,0
2.374330521,0,0,1.229928,0,359.9375,0.02,0
2.425938606,0,0,1.195764,0,359.9375,0.02,0
2.590549946,10.869233,106.803497,1.349505,0,359.9375,0.02,0
2.642670631,0,0,1.434916,0,359.9375,0.02,0
2.856631279,0,0,1.434916,0,359.9375,0.02,0
2.902463913,0,0,1.554493,0,359.9375,0.02,0
3.101852179,0,0,1.60574,0,359.9375,0.02,0
3.146315575,10.869233,106.803497,1.708234,0,359.9375,0.02,0
3.318402052,0,0,1.622822,0,359.9375,0.02,0
3.526224375,0,0,1.674069,0,359.9375,0.02,0
3.571174145,0,0,1.725316,0,359.9375,0.02,0
3.596636057,0,0,1.742398,0,359.9375,0.02,0
3.776223183,10.869233,106.803497,1.742398,0,359.9375,0.02,0
3.968999624,0,0,1.759481,0,359.9375,0.02,0
4.140731335,0,0,1.793645,0,359.9375,0.02,0
4.324186802,0,0,1.776563,0,359.9375,0.02,0
4.348977804,0,0,1.776563,0,359.9375,0.02,0
4.541304588,10.869233,106.803497,1.810728,0,359.9375,0.02,0
4.711241722,0,0,1.759481,0,359.9375,0.02,0
4.737039089,0,0,1.742398,0,359.9375,0.02,0
4.780832291,0,0,1.759481,0,359.9375,0.02,0
4.823877096,0,0,1.793645,0,359.9375,0.02,0
5.032398701,10.869233,106.803497,1.861975,0,359.9375,0.02,0
5.222325802,0,0,1.896139,0,359.9375,0.02,0
5.246863604,0,0,1.896139,0,359.9375,0.02,0
5.290788651,0,0,1.947386,0,359.9375,0.02,0
5.332241535,0,0,1.844892,0,359.9375,0.02,0
5.500132561,10.869233,106.803497,1.879057,0,359.9375,0.02,0
5.65481329,0,0,1.861975,0,359.9375,0.02,0
5.70032692,0,0,1.879057,0,359.9375,0.02,0
5.868186235,0,0,1.947386,0,359.9375,0.02,0
5.930822134,0,0,1.82781,0,359.9375,0.02,0
6.105242014,10.869233,106.803497,1.930304,0,359.9375,0.02,0
6.251987457,0,0,1.913222,0,359.9375,0.02,0
6.450106144,0,0,1.981551,0,359.9375,0.02,0
6.492901564,0,0,1.998633,0,359.9375,0.02,0
6.536147118,0,0,2.032798,0,359.9375,0.02,0
6.584640265,10.869233,106.803497,2.049881,0,359.9375,0.02,0
6.73961091,0,0,2.101127,0,359.9375,0.02,0
6.937451839,0,0,2.101127,0,359.9375,0.02,0
7.119205236,0,0,2.203621,0,359.9375,0.02,0
7.145822287,0,0,2.237786,0,359.9375,0.02,0
7.189529896,10.869233,106.803497,2.237786,0,359.9375,0.02,0
7.368240833,0,0,2.306115,0,359.9375,0.02,0
7.546247244,0,0,2.271951,0,359.9375,0.02,0
7.713326693,0,0,2.254869,0,359.9375,0.02,0
7.90422678,0,0,2.323198,0,359.9375,0.02,0
7.928569555,10.869233,106.803497,2.391527,0,359.9375,0.02,0
7.973847151,0,0,2.391527,0,359.9375,0.02,0
8.024785042,0,0,2.391527,0,359.9375,0.02,0
8.212516546,0,0,2.391527,0,359.9375,0.02,0
8.256578207,0,0,2.476939,0,359.9375,0.02,0
8.454147816,10.869233,106.803497,2.408609,0,359.9375,0.02,0
8.660480022,10.869233,106.803497,2.528186,0,359.9375,0.02,0
8.824323654,0,0,2.476939,0,359.9375,0.02,0
9.022061586,0,0,2.254869,0,359.9375,0.02,0
9.06705308,0,0,2.357363,0,359.9375,0.02,0
9.248989582,0,0,2.476939,0,359.9375,0.02,0
9.458340406,10.8692,106.803749,2.664845,0,359.9375,0.02,0
9.634433985,0,0,2.647762,0,359.9375,0.02,0
9.852953196,0,0,2.647762,0,359.9375,0.02,0
10.04460549,0,0,2.647762,0,359.9375,0.02,0
10.2375803,0,0,2.699009,0,359.9375,0.02,0
10.26376939,10.8692,106.803764,2.886915,0,359.9375,0.02,0
10.28709245,0,0,2.955244,0,359.9375,0.02,0
10.33162069,0,0,3.023574,0,359.9375,0.02,0
10.35565162,0,0,3.091903,0,359.9375,0.02,0
10.37962103,0,0,3.245644,0,359.9375,0.02,0
10.43013525,10.8692,106.803764,3.331056,0,359.9375,0.02,0
10.47585678,10.8692,106.803764,3.43355,0,359.9375,0.02,0
10.50124335,0,0,3.382303,0,359.9375,0.02,0
10.52656817,0,0,3.484797,0,359.9375,0.02,0
10.6965661,0,0,3.399385,0,359.9375,0.02,0
10.71959209,0,0,3.074821,0,359.9375,0.02,0
10.92567873,10.869166,106.803818,3.211479,0,359.9375,0.02,0
10.94733214,0,0,3.091903,0,359.9375,0.02,0
10.96901941,0,0,3.057738,0,359.9375,0.02,0
11.13560104,0,0,2.989409,0,359.9375,0.02,0
11.29931855,0,0,2.92108,0,359.9375,0.02,0
11.46904564,10.869184,106.803848,2.818586,0,359.9375,0.02,0
11.62857294,0,0,2.835668,0,359.9375,0.02,0
11.81532001,0,0,2.767339,0,359.9375,0.02,0
11.980762,0,0,2.716092,0,359.9375,0.02,0
12.14339995,0,0,2.647762,0,359.9375,0.02,0
12.20867419,10.869184,106.803848,2.494021,0,359.9375,0.02,0
12.26625824,0,0,2.391527,0,359.9375,0.02,0
12.28884506,0,0,2.408609,0,359.9375,0.02,0
12.31165791,0,0,2.442774,0,359.9375,0.02,0
12.5021956,0,0,2.664845,0,359.9375,0.02,0
12.5449357,10.869184,106.803848,2.699009,0,359.9375,0.02,0
12.74881768,0,0,2.869833,0,359.9375,0.02,0
12.91078568,0,0,2.835668,0,359.9375,0.02,0
12.93186903,0,0,2.869833,0,359.9375,0.02,0
12.97221112,0,0,2.903997,0,359.9375,0.02,0
13.15755033,10.869184,106.803848,3.040656,0,359.9375,0.02,0
13.32885718,0,0,3.126068,0,359.9375,0.02,0
13.37243867,0,0,3.177315,0,359.9375,0.02,0
13.42747331,0,0,3.296891,0,359.9375,0.02,0
13.60050774,0,0,3.416467,0,359.9375,0.02,0
13.62372899,10.869184,106.803848,3.36522,0,359.9375,0.02,0
13.8074851,0,0,3.416467,0,359.9375,0.02,0
13.82799315,0,0,3.536044,0,359.9375,0.02,0
14.01819968,0,0,3.553126,0,359.9375,0.02,0
14.04228973,0,0,3.518961,0,359.9375,0.02,0
14.24627376,10.869184,106.803848,3.450632,0,359.9375,0.02,0
14.27530384,0,0,3.501879,0,359.9375,0.02,0
14.32915282,0,0,3.484797,0,359.9375,0.02,0
14.4951508,0,0,3.536044,0,359.9375,0.02,0
14.53736401,0,0,3.501879,0,359.9375,0.02,0
14.56037736,10.869184,106.803848,3.570208,0,359.9375,0.02,0
14.72919464,0,0,3.638538,0,359.9375,0.02,0
14.75314283,0,0,3.553126,0,359.9375,0.02,0
14.94226503,0,0,3.689785,0,359.9375,0.02,0
14.98747778,0,0,3.65562,0,359.9375,0.02,0
