x,y
-4.373400387408213,-7.742964157661638
-3.6164657766291333,-8.402392537834428
-2.8595311370148444,-9.061820900575142
-2.1025964660759437,-9.721249245387506
-1.3456617668865822,-10.380677573056252
-0.5887270353420787,-11.040105883448186
0.16820772695100816,-11.69953417574068
0.9251425141048694,-12.35896245110865
1.6820773349975404,-13.018390708637828
2.4390121877069273,-13.677818948540512
3.1959470693354484,-14.337247171337658
3.9528819819354433,-14.996675376048058
4.709816923500894,-15.656103563700738
5.466751893001271,-16.315531734330122
6.2236868945499735,-16.974959886200196
6.980621925148056,-17.634388021567744
7.737556986671292,-18.293816139029378
8.494492076937092,-18.95324423873464
9.251427200003816,-19.612672321874435
10.008362352035995,-20.272100386813246
10.76529753093497,-20.93152843402716
11.522232741650658,-21.59095646430054
12.27916798454492,-22.25038447664628
13.036103256581205,-22.909812471670516
13.793038560257639,-23.56924044910339
14.54997389231478,-24.228668409309698
15.306909253253453,-24.888096351674445
16.06384464551674,-25.5475242767968
16.820780066346018,-26.206952184197917
17.577715518230697,-26.866380074524777
18.334650999572936,-27.52580794649521
19.091586513446885,-28.18523580183966
19.848522055617618,-28.84466363894505
20.605457625323815,-29.50409145904958
21.36239322644727,-30.16351926155005
22.11932886081743,-30.822947046595825
22.876264523261483,-31.482374814075808
23.63320021774514,-32.141802563941994
24.39013594003348,-32.801230296410516
25.147071691779377,-33.46065801166588
25.904007474404107,-34.120085708738856
26.660943287600848,-34.779513388662124
27.41787912922462,-35.438941051178006
28.174815000974625,-36.09836869629014
28.93175090547923,-36.75779632341707
29.6886868382343,-37.41722393362903
30.445622798970614,-38.07665152595091
31.202558790771047,-38.736079100967636
31.95949481527976,-39.39550665840864
32.716430868707604,-40.05493419851546
33.47336695332982,-40.714361721005524
34.230303067186696,-41.37378922604108
34.98723920924772,-42.03321671297059
34.98723920924772,-42.03321671297059
34.9872402656686,-43.03645793061446
34.98724132246114,-44.039699147824834
34.9872423790869,-45.042940364252026
34.9872434358151,-46.04618157995656
34.987244492283885,-47.049422795696884
34.987245549124324,-48.0526640100891
34.987246605575095,-49.05590522460006
34.987247662128304,-50.059146437702395
34.98724871896052,-51.06238765096155
34.98724977544939,-52.065628863015355
34.9872508322636,-53.068870074587835
34.987251889087595,-54.072111286027976
34.98725294556826,-55.075352496491405
34.98725400210503,-56.07859370664166
34.98725505869792,-57.08183491602144
34.98725611539325,-58.085076124907204
34.98725717223734,-59.08831733288947
34.98725822891466,-60.09155854054586
34.98725928537888,-61.09479974782857
34.98726034216843,-62.09804095394399
34.98726139879121,-63.10128215973355
34.98726245551642,-64.1045233650291
34.98726351212119,-65.10776456958929
34.987264568512856,-66.11100577354713
34.98726562545275,-67.114246977265
34.987266682002975,-68.11748818018701
34.98726773865564,-69.12072938238634
34.98726879541074,-70.12397058409168
34.987269851999066,-71.12721178478517
34.9872709083743,-72.13045298579094
34.98727196512119,-73.13369418567724
34.9872730217013,-74.13693538500904
34.98727407838385,-75.1401765833895
34.987275135122516,-76.14341778168544
34.987276191648085,-77.1466589791504
34.98727724836874,-78.14990017621697
34.987278305145516,-79.15314137228441
34.9872793614863,-80.15638256796547
34.987280418375306,-81.1596237631779
34.98728147487464,-82.16286495782312
34.987282531476424,-83.16610615197432
34.987283588180645,-84.16934734494555
34.98728464494098,-85.17258853783225
34.98728464494098,-85.17258853783225
34.98728572644433,-86.19971642518745
34.987286808420684,-87.22684431174521
34.98728789010874,-88.25397219782917
34.987288971824036,-89.28110008309034
34.9872900536968,-90.3082279681317
34.987291135420236,-91.33535585215677
34.98729221703194,-92.36248373590153
34.98729329894009,-93.38961161842671
34.98729438055994,-94.41673950116402
34.987295462429906,-95.44386738240527
34.98729654450368,-96.47099526347456
34.98729762588969,-97.49812314386382
34.987298707925284,-98.52525102364919
34.98729978949601,-99.55237890322452
34.987300871316855,-100.57950678153244
34.98730195316494,-101.60663465901757
34.98730303490128,-102.63376253645106
34.98730411661854,-103.66089041347124
34.98730519836303,-104.68801828943997
34.98730628008843,-105.71514616522404
34.987307361841076,-106.74227403949938
34.98730844375119,-107.76940191378357
34.98730952528908,-108.79652978749606
34.987310607161014,-109.82365766026767
34.98731168910651,-110.85078553272163
34.98731277071738,-111.87791340442529
34.987313852624695,-112.90504127536667
34.98731493429003,-113.93216914565339
34.98731493429003,-113.93216914565339
35.63046494115016,-114.71297154901487
36.273614982241206,-115.49377393918382
36.91676505261324,-116.27457631606183
37.55991515168152,-117.0553786806233
38.20306528092235,-117.83618103285923
38.84621544171941,-118.61698337152166
39.489365632819265,-119.39778569731827
40.13251585297722,-120.17858801072585
40.775666105759534,-120.95939031126153
41.41881638327237,-121.7401925995287
42.061966698313164,-122.52099487428859
42.705117039068696,-123.30179713578312
43.34826741017335,-124.08259938514561
43.991417810066885,-124.86340162160126
44.634568245751574,-125.64420384518186
45.27771870772703,-126.42500605589684
45.920869199652145,-127.20580825381627
45.920869199652145,-127.20580825381627
46.9262523580442,-127.30752066026993
47.93163552230497,-127.4092330358678
48.93701869332603,-127.51094538111798
49.94240187016948,-127.61265769592187
50.947785054172684,-127.71436998058428
51.95316824466695,-127.81608223483848
52.95855143719447,-127.91779445797332
53.963934641478524,-128.01950665136397
54.96931784614294,-128.12121881367943
55.974701062517575,-128.2229309462029
56.980084279764675,-128.32464304795303
57.9854675089912,-128.42635511905706
58.99085073944334,-128.5280671602321
59.996233980314656,-128.6297791706722
61.00161722361869,-128.73149115088515
62.00700047435168,-128.83320310033113
63.01238373112996,-128.93491501980083
64.01776699422274,-129.03662690866878
65.0231502630916,-129.13833876704265
66.02853353854417,-129.24005059487527
67.03391681981913,-129.34176239226161
68.03930010607125,-129.44347415897008
69.04468339965969,-129.54518589573058
70.05006670139208,-129.64689760181005
71.05545000711743,-129.74860927775117
72.06083331942648,-129.8503209229224
73.06621663768819,-129.95203253802174
74.07159996257991,-130.05374412217034
75.07698329297851,-130.15545567667894
76.08236662978426,-130.25716719976683
77.08774997254265,-130.35887869301143
78.09313332210765,-130.46059015549886
79.09851667727216,-130.56230158752732
80.10390003977297,-130.66401298983646
81.1092834064057,-130.76572436100744
82.11466678135895,-130.86743570169094
83.12005015985937,-130.96914701243935
84.12543354846343,-131.07085829257315
85.13081693825552,-131.1725695418133
86.13620033921937,-131.2742807611404
87.14158374114835,-131.3759919500185
88.14696715598592,-131.47770310857996
89.15235056835259,-131.57941423640634
90.1577339959118,-131.68112533363131
91.16311742331295,-131.78283640080335
92.1685008589044,-131.88454743734215
93.17388430014165,-131.9862584430125
94.17926774800023,-132.0879694191063
95.18465120155096,-132.18968036437943
96.19003466136986,-132.29139127877437
97.19541812723408,-132.39310216342167
98.2008016011959,-132.49481301711148
99.2061850794199,-132.59652384118075
100.21156856395838,-132.69823463419098
101.21695205481137,-132.79994539682812
102.22233555139412,-132.90165612892335
103.22771905478348,-133.0033668307187
104.23310256216578,-133.10507750191837
